x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,y,timestamp
0.0,0.0,-0.04437578104800088,0.0,-0.18711116178240958,0.0,0.6929010898941728,1.0,0.7076385460374939,1.118497560857377,0.0,0.0,-0.6458584882878532,1.0,0.0,0.0,0.49032351980050726,1.0,0,1760573764.3052666
0.0,0.0,-0.4741066471799444,0.0,-0.3535620403593091,0.0,0.6658202340998385,1.0,1.5316786637525577,1.1475223621016943,0.0,0.0,-0.8881281042884227,1.0,0.0,0.0,1.0198226464654558,1.0,1,1760574068.5038486
0.0,0.0,-0.1742609093620007,0.0,-0.10074938575120347,0.0,0.6893656825725173,1.0,2.447846020228533,1.1111572811103887,0.0,0.0,0.10534906150307893,1.0,0.0,0.0,1.6874610425672625,1.0,1,1760578661.3867233
0.0,0.0,-0.32479487369821197,0.0,-0.1771128743037818,0.0,0.6801325841015595,1.0,2.447846020228533,1.0039489451867454,0.0,0.0,0.8931682296883062,1.0,0.0,0.0,1.6648598392207503,1.0,1,1760578965.5294883
0.0,0.0,0.27870077575433916,0.0,0.05659917341196352,0.0,0.6835313781605901,1.0,1.7725466395652945,0.9126672007056262,0.0,0.0,0.17816798586029356,1.0,0.0,0.0,1.2115912473959884,1.0,0,1760585397.4534924
0.0,0.0,0.27870077575433916,0.0,0.11643188571754833,0.0,0.6835313781605901,1.0,1.8542222768584387,0.951755413588151,0.0,0.0,-0.11496877019168633,1.0,0.0,0.0,1.2674191083171158,1.0,0,1760585703.140487
0.0,0.0,-0.02965078012032645,0.0,-0.15802650362398063,0.0,0.6930372965406995,1.0,1.1367209000175085,0.9983244229271453,0.0,0.0,0.8859563634917164,-1.0,0.0,0.0,0.7877899794694448,1.0,1,1760586928.0107574
0.0,0.0,0.2496115219810595,0.0,-0.20100165624653182,0.0,0.6854191810814321,1.0,0.3809594735844884,0.9369169662016528,0.0,0.0,0.06088759069066243,-1.0,0.0,0.0,0.26111693040949346,1.0,0,1760588763.3672295
0.0,0.0,-1.0914476838309857,0.0,-0.140482469425362,0.0,0.5638087981990376,1.0,0.14040046725446775,1.0785669497358512,0.0,0.0,-0.9590811574485897,-1.0,0.0,0.0,0.0791590187093248,1.0,0,1760606822.3234522
0.0,0.0,0.49643702046686927,0.0,-0.30276250775571567,0.0,0.6632646650612254,1.0,0.14040046725446775,1.104609373607606,0.0,0.0,-0.8277399569349893,-1.0,0.0,0.0,0.0931226688879741,1.0,0,1760607129.1249547
0.0,0.0,-0.34055271178280894,0.0,-0.3927032291593198,0.0,0.6788576501786359,1.0,1.0788966152907522,1.0947550677500357,0.0,0.0,0.4819644505075632,-1.0,0.0,0.0,0.7324172210419637,1.0,0,1760607437.6036813
0.0,0.0,-0.81834049206114,0.0,-0.30703786630723934,0.0,0.6159576898356445,1.0,1.2618823476637226,1.286527530240499,0.0,0.0,-0.784890067051302,1.0,0.0,0.0,0.7772661357113262,1.0,1,1760609271.3004873
0.0,0.0,-0.910784321112346,0.0,-0.20335840528756785,0.0,0.5992973919889453,1.0,1.2618823476637226,1.1580972598640635,0.0,0.0,-0.9862414008755471,1.0,0.0,0.0,0.7562427999517565,1.0,1,1760609576.9032764
0.0,0.0,-0.9610829083797516,0.0,-0.2179161516141683,0.0,0.5897724555704512,1.0,1.5579348287635413,1.0488856439174197,0.0,0.0,-0.996361202176413,-1.0,0.0,0.0,0.9188270495786042,1.0,0,1760624166.4447331
0.0,0.0,-0.7334426539764273,0.0,-0.18435069245152488,0.0,0.6301708079709283,1.0,1.3846859438648942,1.0260118529666729,0.0,0.0,-0.8027707460763107,-1.0,0.0,0.0,0.8725886600313278,1.0,0,1760624469.0010488
0.0,0.0,0.15054694262568863,0.0,-0.2322049372823861,0.0,0.6903221388142733,1.0,1.3846859438648942,1.2564235986822967,0.0,0.0,-0.5776300351974971,-1.0,0.0,0.0,0.9558793623548745,1.0,1,1760624774.7841017
0.0,0.0,-0.14281135725267885,0.0,-0.0529209612498881,0.0,0.6906042797596779,1.0,1.3846859438648942,1.2896203914530637,0.0,0.0,-0.9065862547726484,-1.0,0.0,0.0,0.956270038956165,1.0,1,1760625084.0448573
0.0,0.0,-0.06522661008076529,0.0,-0.3193021027587128,0.0,0.6926156494194315,1.0,0.4343276730280915,1.0828453905309348,0.0,0.0,0.2510241381483582,1.0,0.0,0.0,0.3008221433151821,1.0,1,1760644369.562368
0.0,0.0,0.6292425024296903,0.0,-0.3984851760432237,0.0,0.6460000850347406,1.0,0.8047623433332809,0.9547145005802156,0.0,0.0,-0.6645527369826436,1.0,0.0,0.0,0.5198765422260566,1.0,1,1760648960.2769332
0.0,0.0,0.5636050904555903,0.0,-0.5677963215097156,0.0,0.6549636092795844,1.0,1.525300127062231,1.0575274372859134,0.0,0.0,-0.9935221506459856,-1.0,0.0,0.0,0.9990160764552876,1.0,0,1760653550.0244029
0.0,0.0,0.9498950619783474,0.0,-0.4165509156460781,0.0,0.5919170357767443,1.0,1.525300127062231,0.9568429578003911,0.0,0.0,-0.6641848166446315,1.0,0.0,0.0,0.9028511298805671,1.0,1,1760653856.6987588
0.0,0.0,0.18456137714383875,0.0,-0.44224981513660794,0.0,0.6889073788453379,1.0,0.4915690522404218,1.1240424836339848,0.0,0.0,0.4567444726908559,-1.0,0.0,0.0,0.33864554730043595,1.0,0,1760658141.5143156
0.0,0.0,0.4150071015325835,0.0,-0.37627163590197255,0.0,0.6720731003736851,1.0,0.4915690522404218,1.1232363702399863,0.0,0.0,0.020237219859969974,-1.0,0.0,0.0,0.3303703369869742,1.0,0,1760658446.6382923
