sim_id,final_balance,total_return_pct,total_trades,win_rate,max_drawdown_pct,sharpe_ratio
1939,12525838.940391157,1252483.8940391156,1260,0.5888888888888889,12.856782494622557,15.376294295094725
1940,5418581.303722597,541758.1303722598,1311,0.562929061784897,10.450495956203712,13.663306532811816
1941,4108233.187911857,410723.3187911856,1205,0.5726141078838174,14.893387783094461,13.813984157085118
1942,17619727.02989338,1761872.702989338,1256,0.5971337579617835,9.547895527284101,15.99647620231188
1943,4087932.8945969315,408693.28945969313,1258,0.5643879173290938,13.913067494325096,13.493682928290422
1944,10102604.846559865,1010160.4846559865,1310,0.5763358778625954,11.217752822509532,14.69221684694933
1945,10470648.8524177,1046964.8852417701,1260,0.584920634920635,12.418710280079491,15.068566670960568
1946,6476547.584585614,647554.7584585614,1190,0.5857142857142857,9.09318941416636,14.703679314967147
1947,40099964.76772581,4009896.476772581,1343,0.6001489203276247,9.676608450129121,16.787271653082154
1948,3471360.9794619596,347036.097946196,1220,0.5663934426229508,10.322885840960915,13.436766127965203
1949,8153226.435518539,815222.6435518538,1281,0.5761124121779859,10.771441144486547,14.511484773055976
1950,11049351.05346237,1104835.1053462368,1285,0.5821011673151751,13.603422386120862,14.997666073858351
1951,18794910.9068819,1879391.0906881897,1296,0.591820987654321,10.322885840960923,15.826265290706413
1952,28341644.631619245,2834064.4631619244,1279,0.6035965598123534,9.093189414166366,16.658491154800835
1953,10493357.333167626,1049235.7333167626,1273,0.5828750981932443,11.787536898368147,14.987393830717284
1954,10463514.584232429,1046251.4584232429,1289,0.5802948021722265,13.292663518949452,14.880529746744513
1955,11025439.35697383,1102443.9356973832,1272,0.5841194968553459,12.543338046919262,15.077959315091414
1956,15332547.814116908,1533154.7814116909,1282,0.5897035881435257,8.76620774132655,15.573916512554755
1957,3257121.38032408,325612.138032408,1301,0.5534204458109147,10.322885840960936,12.890709532263434
1958,6239624.806272083,623862.4806272084,1198,0.5834724540901502,15.559911557579683,14.584105967475423
1959,27365743.205965232,2736474.320596523,1350,0.5911111111111111,15.62257811517623,16.095221264559054
1960,30446117.750403892,3044511.7750403895,1229,0.6143205858421481,12.353664230863963,17.18233075032721
1961,4215666.449874389,421466.6449874389,1211,0.5722543352601156,11.21775282250956,13.821553327338117
1962,6859500.000598693,685850.0000598693,1270,0.574015748031496,14.34366509441278,14.28863944818548
1963,10403450.632394198,1040245.0632394198,1271,0.5830055074744296,11.217752822509588,14.985711487262558
1964,10366164.692537174,1036516.4692537173,1266,0.5837282780410743,14.03556879781781,15.012084830192174
1965,7545639.272122509,754463.9272122509,1263,0.5771971496437055,11.535948164190254,14.49211460846171
1966,8628385.870965185,862738.5870965185,1290,0.575968992248062,14.343665094412763,14.55129906190346
1967,5057812.955435007,505681.2955435007,1245,0.5710843373493976,10.771441144486523,13.926025684771496
1968,4904562.588403397,490356.2588403397,1292,0.5634674922600619,11.97843586012509,13.604834800216699
1969,4294956.641318719,429395.66413187183,1207,0.5733222866611434,9.676608450129109,13.87810821875372
1970,5999089.727195168,599808.9727195168,1293,0.5676720804331014,11.661832097404169,13.930567088993628
1971,6532915.323121341,653191.5323121342,1242,0.5772946859903382,14.893387783094436,14.378530933300953
1972,18501673.984380525,1850067.3984380527,1334,0.5854572713643178,10.450495956203728,15.547449368734588
1973,9929624.977448888,992862.4977448888,1256,0.5843949044585988,15.6225781151762,15.00406581298676
1974,9525602.271319086,952460.2271319085,1288,0.578416149068323,9.676608450129105,14.729125369447663
1975,14466698.04399216,1446569.8043992158,1231,0.5970755483346872,10.771441144486529,15.831939458998582
1976,19396580.929323044,1939558.0929323046,1270,0.5968503937007874,8.766207741326589,16.0629576385174
1977,12725137.602229154,1272413.7602229153,1272,0.5872641509433962,11.978435860125058,15.322518086841448
1978,3003410.9226153824,300241.09226153826,1228,0.5618892508143323,10.771441144486529,13.146793112369789
1979,7872003.640793121,787100.3640793121,1302,0.5721966205837173,12.856782494622543,14.327001440408512
1980,14099739.710540636,1409873.9710540636,1325,0.5811320754716981,13.169103558245132,15.152856190171137
1981,36141265.91699203,3614026.591699203,1348,0.5971810089020771,12.667788469027943,16.575835272097272
1982,16064192.21423306,1606319.2214233058,1297,0.5882806476484195,14.035568797817827,15.552443500299093
1983,4810445.633667549,480944.5633667549,1275,0.5654901960784313,9.093189414166341,13.667909907778336
1984,6509501.371689644,650850.1371689644,1237,0.5780113177041228,11.217752822509574,14.403867222907492
1985,52541088.24877256,5254008.8248772565,1310,0.6114503816793894,10.771441144486529,17.502177342930626
1986,5227163.867322175,522616.3867322175,1211,0.5772089182493807,16.164093033759613,14.191527529055273
1987,3259342.1616162714,325834.21616162715,1272,0.5573899371069182,10.89841296762421,13.04261560396393
1988,7099710.937680756,709871.0937680756,1278,0.5735524256651017,10.771441144486516,14.298077783316618
1989,10713255.314298373,1071225.5314298372,1232,0.5900974025974026,16.164093033759656,15.2975327794077
1990,36871255.43854351,3687025.5438543516,1286,0.6080870917573873,10.000327249209647,17.067163814833762
1991,15497649.326420587,1549664.9326420587,1247,0.5958299919807538,11.535948164190245,15.8369143032509
1992,10523285.19591972,1052228.519591972,1257,0.5855210819411297,10.322885840960925,15.097003853109548
1993,9262760.228348415,926176.0228348416,1269,0.5807722616233254,11.470246493343357,14.801437409996314
1994,11329884.924446713,1132888.4924446712,1270,0.5850393700787402,15.077565430329349,15.137461019237238
1995,6613074.068000353,661207.4068000353,1249,0.5764611689351481,11.661832097404133,14.35559222564493
1996,4624442.234601577,462344.2234601577,1270,0.5653543307086614,11.535948164190264,13.63082283626256
1997,8117482.3501971755,811648.2350197176,1205,0.5883817427385892,9.547895527284082,14.998392450166154
1998,14323209.450861461,1432220.945086146,1287,0.5874125874125874,14.772108891503798,15.424239595276699
1999,6908934.461156093,690793.4461156093,1280,0.57265625,15.198409658689737,14.240616966954844
2000,13601650.657701181,1360065.065770118,1225,0.5967346938775511,11.53594816419026,15.766821982249773
2001,24069878.66743897,2406887.866743897,1341,0.5898583146905294,10.77144114448652,15.940689897641414
2002,10874975.178422302,1087397.5178422302,1173,0.6010230179028133,8.438049951827466,15.75573654675411
2003,5930774.720462541,592977.4720462541,1307,0.5654169854628921,19.694589029791494,13.832756624440432
