x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,y,timestamp
0.0,0.0,0.0,0.0,-0.18814185806597877,0.0,0.6931471805599453,-1.0,0.9168578042173777,0.9068720496238357,0.0,0.0,0.9936209364138213,1.0,0.0,0.0,0.6355174019676577,1.0,0,1760568849.077673
0.0,0.0,0.0,0.0,-0.22120149984694681,0.0,0.6931471805599453,-1.0,0.8316532011953808,0.9241069090038257,0.0,0.0,-0.5867240661019303,1.0,0.0,0.0,0.5764580716122311,1.0,0,1760569460.0204742
0.0,0.0,0.0,0.0,-0.2688260641822371,0.0,0.6931471805599453,-1.0,0.1263659818813352,0.958175537577187,0.0,0.0,0.8464972184283288,1.0,0.0,0.0,0.08759022405973661,1.0,1,1760569767.0448086
0.0,0.0,-0.4557589520012304,0.0,-0.1441511641475531,0.0,0.6678415863323579,-1.0,0.2631261454245588,1.0450102885382921,0.0,0.0,0.9234169775642663,1.0,0.0,0.0,0.17572658236585606,1.0,0,1760570378.677815
0.0,0.0,-0.4557589520012304,0.0,-0.22401981771879903,0.0,0.6678415863323579,-1.0,0.6470751042121743,1.099129657861499,0.0,0.0,-0.8821014510977542,1.0,0.0,0.0,0.4321436640732343,1.0,1,1760570684.4310372
0.0,0.0,0.13728286450481747,0.0,-0.389177770175666,0.0,0.6907968957530138,-1.0,0.14806687190562595,1.2182060759560012,0.0,0.0,-0.11023594359857947,-1.0,0.0,0.0,0.10228413547626554,1.0,0,1760590293.5919967
0.0,0.0,0.34596540282191646,0.0,-0.23012147272859299,0.0,0.6784065802014674,-1.0,0.14806687190562595,1.2866728067854765,0.0,0.0,0.0637349331278552,1.0,0.0,0.0,0.10044954021062442,1.0,1,1760590599.410513
0.0,0.0,-0.6021147304868979,0.0,-0.2868811854067359,0.0,0.6498034546813891,-1.0,1.0638843610087483,1.2522339859787348,0.0,0.0,0.6085031968960052,1.0,0.0,0.0,0.6913157331649867,1.0,1,1760591516.5193565
0.0,0.0,-0.7187088105277478,0.0,-0.2984373428594423,0.0,0.6325215733641443,-1.0,1.0638843610087483,1.1517635828465702,0.0,0.0,0.9625172370565376,1.0,0.0,0.0,0.6729298099027607,1.0,1,1760591822.8534837
0.0,0.0,0.04464531391135168,0.0,-0.11838522145746853,0.0,0.6928980921153951,-1.0,1.2547819683694605,1.110372711345565,0.0,0.0,0.9911501019662166,1.0,0.0,0.0,0.8694360319039992,1.0,0,1760592128.9304674
0.0,0.0,-0.3688711972394512,0.0,-0.41773374540054375,0.0,0.6764239048143393,-1.0,1.2547819683694605,1.0255219622220273,0.0,0.0,0.5226406562883534,1.0,0.0,0.0,0.8487645187350933,1.0,1,1760592741.6209843
0.0,0.0,0.10775506185308305,0.0,-0.33690697058639313,0.0,0.6916978902212456,-1.0,1.4026389959655616,0.946495979630692,0.0,0.0,0.9429517529845761,-1.0,0.0,0.0,0.9702024342514253,1.0,1,1760593046.372451
0.0,0.0,-0.5366483342000805,0.0,-0.09364978510891041,0.0,0.6584039377606535,-1.0,0.9448097911730046,0.9612628975982976,0.0,0.0,-0.936863097018646,-1.0,0.0,0.0,0.6220664869431269,1.0,1,1760597332.6994944
0.0,0.0,-0.604456969739975,0.0,-0.14715199523300448,0.0,0.6494804836407051,-1.0,0.6119764896596673,1.0381207461872013,0.0,0.0,-0.10212777433186813,-1.0,0.0,0.0,0.3974667864809017,1.0,0,1760601928.0531192
0.0,0.0,0.14103372462184013,0.0,-0.24368641822827927,0.0,0.6906670347486195,-1.0,0.6119764896596673,1.2665599702641837,0.0,0.0,-0.8054425025935679,-1.0,0.0,0.0,0.4226719874491116,1.0,1,1760602234.648071
0.0,0.0,0.0866718408604828,0.0,-0.2046231324684444,0.0,0.6922090605476963,-1.0,0.6119764896596673,1.0638171475283875,0.0,0.0,0.15900047931717515,-1.0,0.0,0.0,0.4236156709845953,1.0,1,1760602541.2409544
0.0,0.0,-0.04101334001579265,0.0,-0.35166941138355773,0.0,0.6929369630042843,-1.0,1.4781375325613135,0.9280441950854705,0.0,0.0,0.970879426175683,-1.0,0.0,0.0,1.024256132715683,1.0,1,1760614665.0379586
0.0,0.0,-0.5079734518453559,0.0,0.05515880906635291,0.0,0.6619038815400007,-1.0,0.8041100857352268,1.1667502577100712,0.0,0.0,0.8021606551664053,-1.0,0.0,0.0,0.5322435869336094,1.0,0,1760619574.3155844
